	index	score_df1	claim_name	ncbi_gene_id_df1	ncbi_gene_id_df2	score_df2	score_ratio	Category	Bipolar Linked Paper	Bipolar Linked?
3486	2928	0.0001675743611	CACNG6	59285	59285	0.0001712753378	0.9783916545			
1776	233	0.0001675743611	CACNG7	59284	59284	0.0001712753378	0.9783916545			
1445	663	0.0001675743611	CACNG4	27092	27092	0.0001712753378	0.9783916545			
1690	324	0.0001675743611	AURKC	6795	6795	0.0001712775629	0.9783789438			
483	1716	0.0001675743611	SULT1A1	6817	6817	0.0001712966903	0.9782696961			
1953	1230	0.0001675743611	SMO	6608	6608	0.0001713031354	0.9782328897			
808	2158	0.0001675743611	UCP1	7350	7350	0.0001713031574	0.978232764			
1914	1250	0.0001675743611	TDO2	6999	6999	0.0001713141342	0.9781700844			
3704	2604	0.0001675743611	PPY	5539	5539	0.0001713154191	0.9781627479			
4094	3073	0.0001675743611	PHKG2	5261	5261	0.0001713192917	0.9781406372			
3130	4232	0.0001675743611	HUS1	3364	3364	0.0001713564974	0.9779282587			
4311	3134	0.0001675743611	EIF4EP1	1980	1980	0.0001713596808	0.9779100914			
3769	2522	0.0001675743611	CLMN	79789	79789	0.0001713701135	0.9778505578			
538	1670	0.0001675743611	SRPK1	6732	6732	0.0001713754981	0.977819834			
1186	1897	0.0001675743611	NFKBIA	4792	4792	0.0001713781644	0.9778046211			
713	1480	0.0001675743611	MGAM	8972	8972	0.0001713857425	0.9777613862			
3500	2884	0.0001675743611	KCNA2	3737	3737	0.0001714096968	0.9776247449			
3751	2627	0.0001675743611	PRDM16	63976	63976	0.0001714174463	0.9775805479			
1969	1176	0.0001675743611	MAGEA3	4102	4102	0.0001714213077	0.9775585274			
1325	433	0.0001675743611	AREG	374	374	0.0001714349567	0.9774806978			
744	1478	0.0001675743611	SNAP25	6616	6616	0.0001714349829	0.9774805487			
1311	497	0.0001675743611	HP	3240	3240	0.000171439693	0.9774536933			
948	2073	0.0001675743611	BIN1	274	274	0.0001714501939	0.9773938271			
3434	2911	0.0001675743611	ARVCF	421	421	0.0001714535768	0.9773745421			
3612	2467	0.0001675743611	DRD5P2	1818	1818	0.0001714612947	0.9773305483			
1154	2237	0.0001675743611	CYB5R4	51167	51167	0.0001714727219	0.9772654171			
3468	2948	0.0001675743611	CYB5R1	51706	51706	0.0001714727219	0.9772654171			
1201	2185	0.0001675743611	CYB5R2	51700	51700	0.0001714727219	0.9772654171			
4293	3151	0.0001675743611	COL8A2	1296	1296	0.0001714782381	0.9772339803			
1853	1034	0.0001675743611	SSTR2	6752	6752	0.0001714828895	0.9772074732			
3501	2835	0.0001675743611	DKK1	22943	22943	0.0001714846429	0.9771974812			
2795	3792	0.0001675743611	OPLAH	26873	26873	0.0001714872389	0.9771826881			
778	1447	0.0001675743611	APH1B	83464	83464	0.0001714950045	0.9771384396			
1470	549	0.0001675743611	APH1A	51107	51107	0.0001714950045	0.9771384396			
917	1952	0.0001675743611	GPM6B	2824	2824	0.0001715146518	0.9770265067			
1603	25	0.0001675743611	KCND3	3752	3752	0.0001715165292	0.9770158124			
607	1411	0.0001675743611	COL7A1	1294	1294	0.0001715175434	0.9770100353			
3417	2702	0.0001675743611	CTBS	1486	1486	0.0001715199875	0.9769961131			
3854	3359	0.0001675743611	S100B	6285	6285	0.0001715230035	0.976978934			
1701	329	0.0001675743611	TFAP2A	7020	7020	0.0001715244494	0.9769706983			
430	1570	0.0001675743611	CDK11B	984	984	0.0001715330026	0.9769219832			
3772	2526	0.0001675743611	CR2	1380	1380	0.0001715446988	0.976855375			
2658	3634	0.0001675743611	PADI4	23569	23569	0.0001715590596	0.9767736052			
3492	2934	0.0001675743611	FER	2241	2241	0.000171580425	0.9766519758			
2288	3972	0.0001675743611	IL1RN	3557	3557	0.0001715913268	0.9765899259			
2006	1205	0.0001675743611	TPO	7173	7173	0.0001715985449	0.9765488468			
3673	2419	0.0001675743611	LIPA	3988	3988	0.0001716025558	0.9765260218			
1954	1161	0.0001675743611	LTF	4057	4057	0.0001716059865	0.9765064994			
2654	3636	0.0001675743611	IDE	3416	3416	0.000171606511	0.9765035145			
472	1676	0.0001675743611	CD1A	909	909	0.0001716268518	0.9763877819			
1947	1271	0.0001675743611	DYRK3	8444	8444	0.0001716273222	0.9763851058			
2227	871	0.0001675743611	RBP3	5949	5949	0.0001716320242	0.976358357			
574	1384	0.0001675743611	CSF1	1435	1435	0.0001716381957	0.9763232505			
951	2125	0.0001675743611	LPAR2	9170	9170	0.0001716721267	0.9761302802			
2204	983	0.0001675743611	CBR1	873	873	0.0001716768679	0.9761033222			
417	1626	0.0001675743611	FN1	2335	2335	0.000171688575	0.9760367641			
3485	2927	0.0001675743611	NOX1	27035	27035	0.0001717063463	0.9759357455			
3588	2438	0.0001675743611	CD70	970	970	0.0001717102495	0.9759135612			
3512	2830	0.0001675743611	IL17F	112744	112744	0.0001717120667	0.9759032336			
3339	2807	0.0001675743611	P3H3	10536	10536	0.0001717187597	0.9758651961			
3656	2363	0.0001675743611	SGK2	10110	10110	0.0001717272636	0.9758168714			
2248	848	0.0001675743611	JUNB	3726	3726	0.0001717296566	0.9758032739			
2666	3642	0.0001675743611	ITGAX	3687	3687	0.0001717430191	0.9757273511			
3351	2780	0.0001675743611	ERAP2	64167	64167	0.0001717440153	0.9757216915			
3860	3364	0.0001675743611	XRCC5	7520	7520	0.0001717861131	0.9754825816			
528	1630	0.0001675743611	NCAM1	4684	4684	0.000171787461	0.9754749278			
2884	4505	0.0001675743611	TDP2	51567	51567	0.000171794029	0.9754376337			
605	2338	0.0001675743611	FMOD	2331	2331	0.0001718018364	0.9753933056			
386	2300	0.0001675743611	SMARCA4	6597	6597	0.0001718024862	0.9753896163			
980	2092	0.0001675743611	COL11A2	1302	1302	0.0001718319771	0.9752222139			
1979	1165	0.0001675743611	TYMP	1890	1890	0.000171852483	0.9751058479			
3776	2531	0.0001675743611	CRKL	1399	1399	0.0001718702152	0.9750052442			
414	1532	0.0001675743611	COL1A2	1278	1278	0.0001719068177	0.9747976454			
438	1562	0.0001675743611	MAP2K4	6416	6416	0.0001719182575	0.9747327801			
4190	3035	0.0001675743611	FPR3	2359	2359	0.0001719215879	0.9747138981			
1076	2225	0.0001675743611	EDNRB	1910	1910	0.0001719234154	0.9747035374			
2640	3577	0.0001675743611	CDKN2C	1031	1031	0.000171933597	0.974645817			
1294	517	0.0001675743611	GRM5	2915	2915	0.0001719544814	0.9745274433			
3510	2845	0.0001675743611	SLC29A2	3177	3177	0.0001719554201	0.9745221235			
2233	863	0.0001675743611	MYB	4602	4602	0.0001719566699	0.9745150406			
3852	3356	0.0001675743611	KCNN4	3783	3783	0.0001719665968	0.9744587861			
2900	4508	0.0001675743611	MAP2	4133	4133	0.0001719748717	0.9744118981			
943	2121	0.0001675743611	IL7	3574	3574	0.0001719785304	0.974391168			
3178	4400	0.0001675743611	SHH	6469	6469	0.0001719847766	0.97435578			
1857	1030	0.0001675743611	MBP	4155	4155	0.0001719906053	0.9743227594			
695	1497	0.0001675743611	ANGPT1	284	284	0.0001720125353	0.9741985422			
2917	4514	0.0001675743611	NRXN1	9378	9378	0.0001720145378	0.974187201			
2580	3661	0.0001675743611	ATP10A	57194	57194	0.0001720295224	0.9741023449			
654	2347	0.0001675743611	ATP2B3	492	492	0.0001720393128	0.9740469105			
1473	546	0.0001675743611	CACNG3	10368	10368	0.0001720578606	0.9739419083			
2117	759	0.0001675743611	CSNK1G2	1455	1455	0.0001720656931	0.9738975742			
2668	3629	0.0001675743611	MAP3K8	1326	1326	0.0001720682051	0.9738833564			
466	1681	0.0001675743611	CHUK	1147	1147	0.0001720682671	0.9738830058			
4208	3018	0.0001675743611	FKBP1AP3	2284	2284	0.0001720730672	0.9738558383			
3840	3375	0.0001675743611	CCNH	902	902	0.0001720735252	0.9738532465			
3933	3334	0.0001675743611	KCNJ6	3763	3763	0.0001720737008	0.9738522524			
4287	3145	0.0001675743611	ATP5MC2P1	520	520	0.0001720829408	0.9737999617			
1375	392	0.0001675743611	CDC7	8317	8317	0.0001720840964	0.9737934219			
1833	1137	0.0001675743611	PTPRD	5789	5789	0.0001720942229	0.9737361212			
4159	2999	0.0001675743611	ARHGDIA	396	396	0.0001721029579	0.9736866998			
3004	4652	0.0001675743611	NCOA2	10499	10499	0.0001721146546	0.9736205296			
2135	740	0.0001675743611	LHCGR	3973	3973	0.0001721505645	0.9734174362			
3422	2707	0.0001675743611	GJB3	2707	2707	0.0001721540617	0.9733976616			
3949	3318	0.0001675743611	ITPA	3704	3704	0.0001721754424	0.9732767856			
517	1638	0.0001675743611	HSD11B1	3290	3290	0.0001721842535	0.9732269803			
356	1582	0.0001675743611	FCGR2B	2213	2213	0.0001722066344	0.9731004949			
3092	4289	0.0001675743611	HLA-H	3136	3136	0.0001722272066	0.9729842597			
649	1309	0.0001675743611	EFNA1	1942	1942	0.0001722294948	0.9729713332			
3801	2541	0.0001675743611	FAP	2191	2191	0.0001722328283	0.9729525013			
1691	344	0.0001675743611	ADCYAP1R1	117	117	0.0001722436991	0.9728910958			
4347	3172	0.0001675743611	SLC6A15	55117	55117	0.0001722568087	0.9728170535			
421	1576	0.0001675743611	IL23R	149233	149233	0.0001722781283	0.9726966663			
2118	744	0.0001675743611	LMNA	4000	4000	0.0001722904202	0.9726272706			
2080	803	0.0001675743611	MAP2K6	5608	5608	0.0001723045099	0.9725477365			
2273	894	0.0001675743611	BLMH	642	642	0.0001723091557	0.9725215146			
2287	3971	0.0001675743611	UMOD	7369	7369	0.0001723373897	0.9723621871			
566	1531	0.0001675743611	DTNA	1837	1837	0.0001723413044	0.9723400998			
367	1618	0.0001675743611	PMP22	5376	5376	0.00017237313	0.9721605744			
1971	1174	0.0001675743611	CA12	771	771	0.0001723830589	0.9721045805			
903	1965	0.0001675743611	CTNNA1	1495	1495	0.0001723834485	0.9721023833			
3582	2431	0.0001675743611	GRK5	2869	2869	0.0001724243101	0.9718720118			
1286	441	0.0001675743611	ACAT1	38	38	0.0001724398735	0.9717842961			
2132	743	0.0001675743611	PIM3	415116	415116	0.0001724623271	0.9716577755			
868	1968	0.0001675743611	DCN	1634	1634	0.0001724726369	0.9715996932			
855	2147	0.0001675743611	PRKX	5613	5613	0.0001725102974	0.9713875848			
498	2254	0.0001675743611	ACADS	35	35	0.0001725163391	0.9713535656			
563	1649	0.0001675743611	NCOR2	9612	9612	0.000172532418	0.9712630421			
4291	3149	0.0001675743611	CTNS	1497	1497	0.0001725330429	0.971259524			
2270	898	0.0001675743611	SLC28A1	9154	9154	0.0001725352342	0.9712471884			
3700	2598	0.0001675743611	FPGS	2356	2356	0.000172536904	0.9712377887			
832	1973	0.0001675743611	ZFHX3	463	463	0.0001725490952	0.9711691672			
926	1945	0.0001675743611	EPHA7	2045	2045	0.000172557302	0.9711229788			
2792	3789	0.0001675743611	ERCC6	2074	2074	0.0001726074318	0.9708409389			
2023	791	0.0001675743611	STK17A	9263	9263	0.000172614087	0.9708035074			
1539	125	0.0001675743611	HTR2B	3357	3357	0.0001726324541	0.9707002197			
2062	827	0.0001675743611	DTYMK	1841	1841	0.0001726522723	0.9705887963			
408	1538	0.0001675743611	ACTBP9	69	69	0.0001726622912	0.9705324766			
3820	2549	0.0001675743611	TRH	7200	7200	0.000172673184	0.9704712526			
690	1490	0.0001675743611	GM2A	2760	2760	0.0001726793519	0.9704365881			
3306	2751	0.0001675743611	SV2A	9900	9900	0.0001726830091	0.9704160355			
1623	43	0.0001675743611	IL6R	3570	3570	0.0001726918371	0.9703664282			
1229	1829	0.0001675743611	RBP4	5950	5950	0.0001726921927	0.9703644297			
1472	547	0.0001675743611	ARCN1	372	372	0.0001726944746	0.9703516079			
485	1715	0.0001675743611	RPP30	10556	10556	0.0001727040811	0.9702976332			
947	2123	0.0001675743611	TLR7	51284	51284	0.0001727149751	0.9702364316			
2134	741	0.0001675743611	FDPS	2224	2224	0.0001727424407	0.9700821666			
1114	1738	0.0001675743611	PSEN1	5663	5663	0.0001727513124	0.9700323477			
1813	1124	0.0001675743611	EGLN1	54583	54583	0.0001727661376	0.9699491083			
2154	962	0.0001675743611	CEACAM5	1048	1048	0.0001727718917	0.9699168047			
4109	3052	0.0001675743611	ATF2	1386	1386	0.0001727774813	0.9698854262			
692	1501	0.0001675743611	CTPS1	1503	1503	0.0001727794819	0.9698741962			
3396	2715	0.0001675743611	RICTOR	253260	253260	0.0001727881344	0.969825629			
1569	164	0.0001675743611	TYRO3	7301	7301	0.0001727933538	0.9697963344			
2335	3989	0.0001675743611	BNIP3L	665	665	0.0001728024124	0.9697454961			
3824	2547	0.0001675743611	ENSA	2029	2029	0.0001728176809	0.9696598186			
3714	2595	0.0001675743611	CST3	1471	1471	0.0001728201444	0.9696459965			
1303	506	0.0001675743611	CXCR5	643	643	0.0001728205053	0.9696439716			
3191	4434	0.0001675743611	EED	8726	8726	0.0001728225472	0.9696325154			
829	1976	0.0001675743611	ANXA2	302	302	0.0001728359411	0.9695573737			
3941	3346	0.0001675743611	CARTPT	9607	9607	0.0001728414176	0.969526653			
1033	2132	0.0001675743611	MELK	9833	9833	0.0001728416853	0.9695251513			
2168	945	0.0001675743611	F3	2152	2152	0.0001728504459	0.9694760131			
1436	673	0.0001675743611	GUCY1B2	2974	2974	0.0001728531905	0.9694606192			
1607	42	0.0001675743611	CAMK2D	817	817	0.0001728586628	0.9694299283			
1812	1092	0.0001675743611	F11	2160	2160	0.000172858702	0.9694297089			
529	2280	0.0001675743611	GAS2	2620	2620	0.00017289121	0.9692474311			
3140	4242	0.0001675743611	BTN1A1	696	696	0.0001729429695	0.9689573482			
3553	2859	0.0001675743611	NR2F6	2063	2063	0.0001729436043	0.9689537918			
1658	299	0.0001675743611	HTR3D	200909	200909	0.0001729545053	0.9688927205			
1440	669	0.0001675743611	HTR3C	170572	170572	0.0001729545053	0.9688927205			
570	1388	0.0001675743611	NKX3-2	579	579	0.0001729595748	0.9688643215			
1455	651	0.0001675743611	KCNQ4	9132	9132	0.0001729625358	0.9688477353			
3586	2436	0.0001675743611	KCNQ2	3785	3785	0.0001729625358	0.9688477353			
782	1471	0.0001675743611	KCNQ3	3786	3786	0.0001729625358	0.9688477353			
810	2153	0.0001675743611	SMPD1	6609	6609	0.0001729637509	0.9688409293			
336	1595	0.0001675743611	ANXA11	311	311	0.000172982732	0.9687346197			
2360	3907	0.0001675743611	TSC22D3	1831	1831	0.0001729969623	0.9686549341			
1990	1223	0.0001675743611	CTAG1B	1485	1485	0.0001730051432	0.9686091294			
2471	4138	0.0001675743611	GDA	9615	9615	0.0001730263041	0.9684906697			
1581	146	0.0001675743611	GUCA2A	2980	2980	0.0001730391414	0.9684188197			
1087	1808	0.0001675743611	HIPK2	28996	28996	0.0001730422627	0.9684013521			
1556	86	0.0001675743611	CTRB1	1504	1504	0.0001730981939	0.9680884436			
676	1343	0.0001675743611	SLC26A3	1811	1811	0.0001731194261	0.9679697128			
4191	3026	0.0001675743611	PPAT	5471	5471	0.0001731380123	0.9678658021			
3237	4355	0.0001675743611	DOT1L	84444	84444	0.0001731442055	0.9678311823			
3211	4436	0.0001675743611	PLEKHJ1	55111	55111	0.0001731442055	0.9678311823			
3186	4408	0.0001675743611	SULT1C3	442038	442038	0.0001731442055	0.9678311823			
982	2114	0.0001675743611	ICAM3	3385	3385	0.0001731528169	0.9677830495			
1866	1019	0.0001675743611	PML	5371	5371	0.0001731587849	0.9677496943			
1249	1860	0.0001675743611	CCR1	1230	1230	0.0001731615148	0.9677344374			
569	1376	0.0001675743611	EPS8	2059	2059	0.0001731720467	0.9676755825			
2290	3974	0.0001675743611	NOX3	50508	50508	0.0001731727654	0.9676715665			
741	1508	0.0001675743611	CGA	1081	1081	0.0001731846904	0.9676049351			
451	1695	0.0001675743611	IBSP	3381	3381	0.0001731900984	0.9675747209			
4091	3070	0.0001675743611	PHOSPHO1	162466	162466	0.0001731924135	0.9675617872			
700	1492	0.0001675743611	CCDC148	130940	130940	0.0001731962141	0.9675405553			
881	1933	0.0001675743611	CBLB	868	868	0.0001732413659	0.9672883853			
776	1446	0.0001675743611	NPM1	4869	4869	0.0001732456876	0.967264256			
4061	3493	0.0001675743611	UGT1A	7361	7361	0.0001732893437	0.967020577			
2680	3620	0.0001675743611	RPS23	6228	6228	0.0001732962051	0.9669822895			
4216	3233	0.0001675743611	RPS8	6202	6202	0.0001732962051	0.9669822895			
1577	152	0.0001675743611	RPS10	6204	6204	0.0001732962051	0.9669822895			
4219	3219	0.0001675743611	RPS18	6222	6222	0.0001732962051	0.9669822895			
2671	3618	0.0001675743611	RPS4Y1	6192	6192	0.0001732962051	0.9669822895			
4027	3453	0.0001675743611	RPL13A	23521	23521	0.0001732962051	0.9669822895			
4218	3218	0.0001675743611	RPS3	6188	6188	0.0001732962051	0.9669822895			
4271	3241	0.0001675743611	RPS17	6218	6218	0.0001732962051	0.9669822895			
4083	3272	0.0001675743611	RPL27	6155	6155	0.0001732962051	0.9669822895			
2725	3868	0.0001675743611	RPL19	6143	6143	0.0001732962051	0.9669822895			
2726	3869	0.0001675743611	RPL22	6146	6146	0.0001732962051	0.9669822895			
2677	3617	0.0001675743611	RPS4X	6191	6191	0.0001732962051	0.9669822895			
2676	3616	0.0001675743611	RPL41	6171	6171	0.0001732962051	0.9669822895			
2678	3619	0.0001675743611	RPS25	6230	6230	0.0001732962051	0.9669822895			
4215	3271	0.0001675743611	RPL9P8	254948	254948	0.0001732962051	0.9669822895			
2684	3624	0.0001675743611	RPL32	6161	6161	0.0001732962051	0.9669822895			
2681	3621	0.0001675743611	RPL10A	4736	4736	0.0001732962051	0.9669822895			
2683	3623	0.0001675743611	RPL14	9045	9045	0.0001732962051	0.9669822895			
2685	3625	0.0001675743611	RPL31	6160	6160	0.0001732962051	0.9669822895			
2720	3862	0.0001675743611	RPS12	6206	6206	0.0001732962051	0.9669822895			
4082	3274	0.0001675743611	RPL18A	6142	6142	0.0001732962051	0.9669822895			
4221	3221	0.0001675743611	RPL38	6169	6169	0.0001732962051	0.9669822895			
4223	3223	0.0001675743611	RPLP1	6176	6176	0.0001732962051	0.9669822895			
2621	3595	0.0001675743611	RPL12	6136	6136	0.0001732962051	0.9669822895			
2596	3718	0.0001675743611	RPS3A	6189	6189	0.0001732962051	0.9669822895			
802	1450	0.0001675743611	RPL5	6125	6125	0.0001732962051	0.9669822895			
3867	3409	0.0001675743611	RPS14	6208	6208	0.0001732962051	0.9669822895			
4028	3454	0.0001675743611	RPL9	6133	6133	0.0001732962051	0.9669822895			
4030	3456	0.0001675743611	RPS15A	6210	6210	0.0001732962051	0.9669822895			
4031	3457	0.0001675743611	RPS16	6217	6217	0.0001732962051	0.9669822895			
4026	3452	0.0001675743611	RPL24	6152	6152	0.0001732962051	0.9669822895			
2650	3588	0.0001675743611	RPL17	6139	6139	0.0001732962051	0.9669822895			
2652	3609	0.0001675743611	RPL7	6129	6129	0.0001732962051	0.9669822895			
2686	3719	0.0001675743611	RPL23A	6147	6147	0.0001732962051	0.9669822895			
3988	3426	0.0001675743611	RPS26	6231	6231	0.0001732962051	0.9669822895			
4261	3269	0.0001675743611	RPL37A	6168	6168	0.0001732962051	0.9669822895			
4264	3251	0.0001675743611	RPL35A	6165	6165	0.0001732962051	0.9669822895			
4251	3258	0.0001675743611	RPL29	6159	6159	0.0001732962051	0.9669822895			
4253	3260	0.0001675743611	RPL3	6122	6122	0.0001732962051	0.9669822895			
804	1448	0.0001675743611	RPL15	6138	6138	0.0001732962051	0.9669822895			
4270	3240	0.0001675743611	RPL11	6135	6135	0.0001732962051	0.9669822895			
3857	3361	0.0001675743611	RPS27	6232	6232	0.0001732962051	0.9669822895			
3962	3273	0.0001675743611	RPS21	6227	6227	0.0001732962051	0.9669822895			
803	1449	0.0001675743611	RPS20	6224	6224	0.0001732962051	0.9669822895			
2633	3607	0.0001675743611	RPLP0	6175	6175	0.0001732962051	0.9669822895			
2636	3590	0.0001675743611	RPL39	6170	6170	0.0001732962051	0.9669822895			
3915	3275	0.0001675743611	RPL26	6154	6154	0.0001732962051	0.9669822895			
1559	133	0.0001675743611	RPL35	11224	11224	0.0001732962051	0.9669822895			
4225	3225	0.0001675743611	RPL36	25873	25873	0.0001732962051	0.9669822895			
4045	3438	0.0001675743611	RPL9P7	6126	6126	0.0001732962051	0.9669822895			
4025	3451	0.0001675743611	RPS5	6193	6193	0.0001732962051	0.9669822895			
4039	3428	0.0001675743611	RPL23	9349	9349	0.0001732962051	0.9669822895			
2812	3776	0.0001675743611	RPS29	6235	6235	0.0001732962051	0.9669822895			
4233	3214	0.0001675743611	RPS15	6209	6209	0.0001732962051	0.9669822895			
3875	3417	0.0001675743611	RPL36A	6173	6173	0.0001732962051	0.9669822895			
3872	3414	0.0001675743611	RPL18	6141	6141	0.0001732962051	0.9669822895			
1602	26	0.0001675743611	RPL28	6158	6158	0.0001732962051	0.9669822895			
3916	3276	0.0001675743611	RPS7	6201	6201	0.0001732962051	0.9669822895			
3917	3277	0.0001675743611	RPL21	6144	6144	0.0001732962051	0.9669822895			
3918	3278	0.0001675743611	RPL6	6128	6128	0.0001732962051	0.9669822895			
4178	2984	0.0001675743611	RPL34	6164	6164	0.0001732962051	0.9669822895			
3919	3279	0.0001675743611	RPL4	6124	6124	0.0001732962051	0.9669822895			
3920	3280	0.0001675743611	RPL27A	6157	6157	0.0001732962051	0.9669822895			
4257	3265	0.0001675743611	RPS9	6203	6203	0.0001732962051	0.9669822895			
4260	3268	0.0001675743611	RPL30	6156	6156	0.0001732962051	0.9669822895			
2651	3608	0.0001675743611	RPS24	6229	6229	0.0001732962051	0.9669822895			
2350	3946	0.0001675743611	RPL7A	6130	6130	0.0001732962051	0.9669822895			
2589	3710	0.0001675743611	RPS13	6207	6207	0.0001732962051	0.9669822895			
2674	3614	0.0001675743611	RPS27A	6233	6233	0.0001732962051	0.9669822895			
2675	3615	0.0001675743611	RPL37	6167	6167	0.0001732962051	0.9669822895			
4262	3270	0.0001675743611	RPS11	6205	6205	0.0001732962051	0.9669822895			
4259	3267	0.0001675743611	RPS28	6234	6234	0.0001732962051	0.9669822895			
4258	3266	0.0001675743611	RPL8	6132	6132	0.0001732962051	0.9669822895			
